CNPJ;Nome_Associacao;Telefone;Estado;Municipio
20.913.136/0001-08;CATIVA - CLUBE DE BENEFICIOS;3136142191;MG;CONTAGEM
13.153.752/0001-34;CENTER CAR/CENTER TRUCK -ASSOCIACAO BRASILEIRA DE PROTECAO E BENEFICIOS AOS PROPRIETARIOS DE VEICULOS AUTOMOTORES;3137762342;MG;SETE LAGOAS
39.253.402/0001-33;CERCAR CLUBE DE VANTAGENS;31987568405;MG;BETIM
35.097.638/0001-77;CHECK CAR CLUBE DE BENEFICIOS;31988453517;MG;BELO HORIZONTE
25.214.659/0001-71;CLUB PROTECT - ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS DE ALTA CILINDRADA DE MINAS GERAIS;3130182803;MG;BELO HORIZONTE
31.433.144/0001-65;CLUBE DE ASSISTENCIA REAL TRUCK;3125674647;MG;BELO HORIZONTE
37.352.902/0001-05;CLUBE DE BENEFICIOS PORTO MAIS;3140424003;MG;CONTAGEM
31.995.534/0001-29;CLUBE DE PROTECAO AUTOMOTIVA LAFAIETE;31988551040;MG;CONTAGEM
34.816.905/0001-56;COMPANY TRUCK BRASIL PROTECAO PATRIMONIAL MUTUALISTA;3125655930;MG;CONTAGEM
40.551.885/0001-31;CONFIAR TRUCK CAR BRASIL E CLUBE DE BENEFICIOS;47992532945;MG;BELO HORIZONTE
38.247.051/0001-95;CONFRAN ASSOCIACAO DE BENEFICIOS MUTUOS;3133186017;MG;BELO HORIZONTE
23.425.699/0001-37;COOPERATIVA DE CONSUMO DOS CONDUTORES DE VEICULOS E DETENTORES DE PATRIMONIO - MASTER TRUCK;3130580232;MG;BELO HORIZONTE
12.527.570/0001-13;COOPERLIDER - ASSOCIACAO DE PROTECAO DE VEICULOS AUTOMOTORES;3130261620;MG;SETE LAGOAS
39.249.433/0001-10;DIGICAR ASSOCIACAO DE BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;31998741005;MG;BELO HORIZONTE
31.074.295/0001-74;DINAMICA CLUBE DE ASSISTENCIA;3125594141;MG;CONTAGEM
41.513.942/0001-50;ECONOMY BRASIL ASSOCIACAO E CLUBE DE BENEFICIOS;31999232832;MG;BELO HORIZONTE
16.684.900/0001-35;EFICAZ ASSOCIACAO DE SOCORRO MUTUO;3134474000;MG;BELO HORIZONTE
38.258.021/0001-84;ELITE TRUCK PROTECAO PARA TERCEIROS - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;31975986231;MG;CONTAGEM
18.285.951/0001-10;ELLO - CLUBE DE BENEFICIOS;3135652995;MG;CONTAGEM
55.420.859/0001-41;EQUALIZAR BENEFICIOS MUTUOS;3131915774;MG;CONTAGEM
50.317.355/0001-87;EVO PROTECAO AUTOMOTIVA;16982280053;MG;UBERLANDIA
29.911.531/0001-18;EXCLUSIVA ASSOCIACAO DE BENEFICIOS;3531140190;MG;POCOS DE CALDAS
54.149.345/0001-30;GAIA BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;3121185565;MG;BELO HORIZONTE
37.886.234/0001-98;GERAIS PROTECAO AUTOMOTIVA;3135661424;MG;BELO HORIZONTE
46.480.110/0001-07;GMAX BRASIL BENEFICIOS DE PROTECAO PATRIMONIAL MUTUALISTA;31982565147;MG;BELO HORIZONTE
41.269.991/0001-90;GO BENEFICIOS -ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;3121158100;MG;BELO HORIZONTE
55.192.182/0001-31;GPM PROTECAO VEICULAR;3135319709;MG;BETIM
34.823.932/0001-56;GRAM CLUBE DE BENEFICIOS;3335363336;MG;TEOFILO OTONI
50.581.046/0001-10;GRAN CLUBE;31996621685;MG;SETE LAGOAS
46.833.899/0001-24;HAPPY CLUB DE BENEFICIOS BELO HORIZONTE E REGIAO LESTE DE MINAS;31984116070;MG;BELO HORIZONTE
41.697.965/0001-62;HBM PROTECAO VEICULAR DE VEICULOS LEVES DE MINAS GERAIS;0040037930;MG;BELO HORIZONTE
19.753.555/0001-32;HD GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA;3133960453;MG;CONTAGEM
11.984.512/0001-56;HIPER CAR BENEFICIOS MUTUOS;31994305198;MG;BELO HORIZONTE
33.950.642/0001-00;I9 CLUBE DE BENEFICIOS;3133847600;MG;BELO HORIZONTE
27.328.048/0001-80;IMPACT ASSOCIADOS;3130477400;MG;BELO HORIZONTE
41.126.526/0001-08;INTERNACIONAL PROTECAO PATRIMONIAL MUTUALISTA;31993447789;MG;CONTAGEM
48.991.819/0001-94;ITAPOA PROTECAO PATRIMONIAL MUTUALISTA;31998638051;MG;IBIRITE
35.624.503/0001-12;JOY CLUBE DE PROTECAO PATRIMONIAL MUTUALISTA;3121161985;MG;CONTAGEM
45.932.047/0001-21;JUMPER BENEFICIOS E SOCORRO MUTUO;31995850786;MG;LAGOA SANTA
52.111.064/0001-63;KAR PROTEGE CLUBE DE BENEFICIOS;31993026647;MG;CONTAGEM
61.331.779/0001-12;LEGADO PROTECAO VEICULAR;31973069110;MG;BELO HORIZONTE
37.373.674/0001-41;LIGHT ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;6139706474;MG;UBERLANDIA
42.916.453/0001-02;LIKE - ASSOCIACAO DE CONDUTORES DO ALTO PARANAIBA/MG;3438147888;MG;PATOS DE MINAS
41.931.309/0001-82;MACRO BENEFICIOS E SOCORRO MUTUO;31995447962;MG;BELO HORIZONTE
39.735.919/0001-69;MAESTRO PROTECAO PATRIMONIAL MUTUALISTA;31986821516;MG;IPATINGA
15.760.710/0001-97;MAGNA PROTECAO PATRIMONIAL MUTUALISTA;3435417724;MG;UBERLANDIA
19.753.456/0001-50;MASTER PROTECAO VEICULAR;3133627730;MG;BELO HORIZONTE
32.015.085/0001-78;MASTER TRUCAR BENEFICIOS E SOCORRO MUTUO;3131772700;MG;SETE LAGOAS
23.364.699/0001-74;MAX MINAS CLUBE DE BENEFICIOS E PROTECAO VEICULAR;32988195487;MG;UBA
15.575.847/0001-71;MAXXIMA - ASSOCIACAO DE PROTECAO AUTOMOTIVO;3133879229;MG;CONTAGEM
51.707.641/0001-11;MCAR PROTECAO VEICULAR;31992354856;MG;IBIRITE
27.785.228/0001-90;MERITTO CLUBE DE BENEFICIOS;31992380490;MG;BELO HORIZONTE
37.219.197/0001-64;MG CAR BRASIL CLUBE DE BENEFICIOS PROTECAO VEICULAR;3132227438;MG;LAGOA SANTA
33.205.976/0001-50;MG CLUBE PROTECAO 24 H;3141011311;MG;BELO HORIZONTE
28.368.480/0001-67;MINAS TRUCK - PROGRAMA DE PROTECAO PATRIMONIAL MUTUALISTA;3135084274;MG;CONTAGEM
09.405.117/0001-20;MINASCAR MOTOS BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;3125554879;MG;CONTAGEM
36.382.049/0001-01;MINASCON PROTECAO VEICULAR;3139395549;MG;CONSELHEIRO LAFAIETE
22.571.801/0001-40;MOTOCAR CLUBE DE ASSISTENCIA;3125671222;MG;CONTAGEM
61.654.608/0001-24;NAPORTO PROTECAO PATRIMONIAL MUTUALISTA;31997375810;MG;CONTAGEM
23.775.805/0001-02;NETCAR PROTECAO PATRIMONIAL MUTUALISTA;3125520102;MG;BELO HORIZONTE
28.130.020/0001-04;ONLY PROTECAO VEICULAR;27997113636;MG;CONTAGEM
24.062.724/0001-28;PLATINUM CLUBE DE BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;3125570206;MG;CONTAGEM
26.436.969/0001-01;PLENUM BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;31995942920;MG;BELO HORIZONTE
24.910.141/0001-00;PLUS - ASSOCIACAO DE BENEFICIOS E PROTECAO;3130199008;MG;BELO HORIZONTE
30.705.240/0001-52;POP BENEFICIOS MUTUOS;3133606606;MG;CONTAGEM
42.656.911/0001-11;POSITIVE CAR CLUBE DE BENEFICIOS;3131214085;MG;IGARAPE
32.324.991/0001-54;POTENCIAL BRASIL CLUBE DE BENEFICIOS;3136250568;MG;RIBEIRAO DAS NEVES
42.026.349/0001-42;PRATICAR CLUBE DE BENEFICIOS;3125526060;MG;BELO HORIZONTE
22.842.709/0001-77;PRIME CAR-RJ - ASSOCIACAO DE PROTECAO DE VEICULOS AUTOMOTORES E BENEFICIOS;32987152414;MG;JUIZ DE FORA
36.025.318/0001-74;PROFORTE ASSOCIADOS;31997527451;MG;SARZEDO
13.580.635/0001-57;PROTCAR - ASSOCIACAO DE BENEFICIOS;3125590301;MG;CONTAGEM
59.938.289/0001-37;PROTECAR CB - ASSOCIACAO DE BENEFICIOS E PROTECOES;32998400355;MG;CAMPO BELO
10.498.781/0001-40;PROTEGE: ASSOCIACAO DE BENEFICIOS;3133636129;MG;CONTAGEM
10.476.457/0001-20;PROTEGENDO BEM CLUBE DE BENEFICIOS;3139725000;MG;BELO HORIZONTE
16.683.553/0001-26;PROTEMINAS BRASIL PROTECAO PATRIMONIAL MUTUALISTA;3133968007;MG;CONTAGEM
36.472.989/0001-83;PUBLICAR BRASIL ASSOCIACAO MUTUA;3135654744;MG;CONTAGEM
36.307.166/0001-00;RHINO PROTECAO VEICULAR;3131490001;MG;CONTAGEM
10.905.551/0001-58;ROD BEM - ASSOCIACAO DOS TRANSPORTADORES RODOVIARIOS;3137769002;MG;SETE LAGOAS
28.739.640/0001-37;RPM CLUBE DE BENEFICIOS;31994251593;MG;BELO HORIZONTE
50.680.004/0001-36;SALVCAR CLUBE DE BENEFICIOS;44999999999;MG;BELO HORIZONTE
52.602.776/0001-85;SANTA CLARA PROTECAO VEICULAR;31999860578;MG;SETE LAGOAS
39.592.180/0001-83;SANTORINE - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;3133322014;MG;CONTAGEM
43.111.258/0001-78;SDS BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;31987280834;MG;BELO HORIZONTE
24.093.462/0001-69;SENIOR SOCORRO MUTUO PARA VEICULOS LEVES E UTILITARIOS;31998847792;MG;BELO HORIZONTE
41.146.497/0001-38;SIM MUTUA CLUBE DE BENEFICIOS E ASSOCIACAO DE PROTECAO PATRIMONIAL E VIDA;3135003565;MG;CONTAGEM
23.468.405/0001-54;SIMPLES BRASIL PROTECAO PATRIMONIAL MUTUALISTA;3125102511;MG;BELO HORIZONTE
49.402.864/0001-29;SIMPLES TRUCK BENEFICIOS E SOCORRO MUTUO;31993901907;MG;BELO HORIZONTE
53.742.242/0001-17;SISTEMA S D C ASSOCIACAO;31972470427;MG;IBIRITE
52.713.176/0001-94;SOL CLUBE DE BENEFICIOS;31973305936;MG;CONTAGEM
45.890.906/0001-67;SOMA PROTECAO PATRIMONIAL MUTUALISTA;3732721465;MG;MARAVILHAS
52.905.542/0001-07;SOMOS PROTECAO VEICULAR;31999492526;MG;ITAUNA
53.943.483/0001-24;SUPRA PROTECAO VEICULAR;31995452211;MG;IPATINGA
39.403.805/0001-11;TAGPRO ASSOCIACAO DE TAXISTAS E MOTORISTAS PROFISSIONAIS DE APLICATIVOS;3135325746;MG;BELO HORIZONTE
32.137.367/0001-48;TEKCAR CLUBE DE BENEFICIOS PROTECAO VEICULAR - GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA;31995192198;MG;BELO HORIZONTE
33.264.849/0001-21;TM BRASIL CLUBE DE BENEFICIOS DO SUDESTE;3133182394;MG;BELO HORIZONTE
56.659.884/0001-45;TRI BRASIL CLUBE DE BENEFICIOS;31999940123;MG;BELO HORIZONTE
36.005.927/0001-61;TRIAD ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;3432234000;MG;UBERLANDIA
55.230.285/0001-49;TRK BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;34996568543;MG;UBERLANDIA
45.612.597/0001-63;TRUST PROTECAO VEICULAR;31992487208;MG;BELO HORIZONTE
28.628.875/0001-51;UNIAO DE BENEFICIARIOS E PROPRIETARIOS DE VEICULOS AUTOMOTORES E MOTOS - PREVENIR PROTECAO VEICULAR;3130592020;MG;BETIM
61.552.674/0001-93;UNIAO TRUCK CLUBE DE BENEFICIOS;11970658361;MG;UBERLANDIA
38.493.384/0001-02;UNICON PROTECAO VEICULAR;31999247117;MG;SANTA BARBARA
31.975.821/0001-77;UNIQUE PROTECAO VEICULAR;3136565700;MG;BELO HORIZONTE
27.107.251/0001-26;UP CLUBE DE BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;3130468900;MG;CONTAGEM
37.333.004/0001-00;VELOX - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;3125511080;MG;BETIM
43.677.559/0001-63;WPREMIUM PROTECAO PATRIMONIAL MUTUALISTA;3136654100;MG;BELO HORIZONTE
51.764.573/0001-22;ZELAR BRASIL MUTUA GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA;1148462516;MG;BELO HORIZONTE
43.299.109/0001-84;ZELLE - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;3129420957;MG;IPATINGA
23.255.893/0001-11;ASSOCIACAO DOS TRANSPORTADORES DE CARGAS AUTONOMOS DE NOVA ANDRADINA;67999978222;MS;NOVA ANDRADINA
60.354.014/0001-35;GRANDE MS PROTECAO VEICULAR;6733888685;MS;CAMPO GRANDE
57.315.836/0001-00;AMS - ASSOCIACAO DE PROTECAO VEICULAR;6635461217;MT;CLAUDIA
46.627.315/0001-64;APVMT - SOCORRO MUTUO PARA VEICULOS LEVES E UTILITARIOS;67999359199;MT;PRIMAVERA DO LESTE
48.938.119/0001-36;ASSOCIACAO DE PROPRIETARIOS E ARRENDATARIOS DE CAMINHOES DE PRIMAVERA DO LESTE/MT - GRUPO RODAGEM;66999243423;MT;PRIMAVERA DO LESTE
24.297.187/0001-03;ASSOCIACAO DE PROTECAO DE VEICULOS AUTOMOTORES DO CENTRO OESTE;6530541117;MT;CUIABA
33.173.623/0001-15;ASSOCIACAO DOS COLECIONADORES DE VEICULOS ANTIGOS E RAROS DO MATO GROSSO;6530288010;MT;CUIABA
04.319.746/0001-13;ATROM - ASSOCIACAO DOS TRANSPORTADORES RODOVIARIOS MATOGROSSENSE;66996499784;MT;SORRISO
26.085.184/0001-23;GRID-PREV ASSOCIACAO DE AUTOGESTAO VEICULAR;81998304903;MT;CUIABA
36.287.236/0001-06;MT BRASIL CLUBE DE VANTAGENS E BENEFICIOS;65993589623;MT;VARZEA GRANDE
56.909.932/0001-06;MT MOTORS PROTECAO PATRIMONIAL MUTUALISTA;6635445981;MT;SORRISO
23.427.787/0001-78;SMART CAR BRASIL PROTECAO PATRIMONIAL MUTUALISTA;65999437613;MT;CUIABA
52.943.554/0001-26;EXITO PROTECAO VEICULAR;9131972041;PA;BELEM
26.525.397/0001-29;MASTER BRASIL CLUBE DE BENEFICIOS;94991310545;PA;PARAUAPEBAS
48.420.887/0001-01;AMPARO ASSOCIACAO DE PROTECAO VEICULAR;8321810259;PB;JOAO PESSOA
30.428.314/0001-50;ASSOCIACAO BEMAMIGOS CLUBE DE BENEFICIOS;83991951530;PB;CAMPINA GRANDE
34.546.455/0001-29;ASSOCIACAO DE SOCORRO MUTUO SEGBRASIL;83991217013;PB;JOAO PESSOA
55.401.414/0001-14;AUTOPLUS ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;83988495899;PB;ESPERANCA
54.381.477/0001-93;RESGUARD PROTECAO E ASSISTENCIA VEICULAR;83991758282;PB;SOUSA
48.530.681/0001-26;SB - ASSOCIACAO DE SOCORRO MUTUO E BENEFICIOS;81993033041;PB;CONDE
40.921.979/0001-55;SEGURA MUTUAL PROTECAO PATRIMONIAL MUTUALISTA;81992312965;PB;JOAO PESSOA
38.713.912/0001-83;A&F ASSOCIACAO BENEFICENTE DE PROTECAO VEICULAR;81991583270;PE;BARREIROS
43.523.457/0001-93;AMA PROTECAO PATRIMONIAL MUTUALISTA;81992424510;PE;CARUARU
32.284.485/0001-89;AMERICA ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;8130390123;PE;RECIFE
27.787.319/0001-65;ASSISTCAR ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;81996554588;PE;AGRESTINA
54.130.302/0001-03;ASSOCIACAO ATALAIA PROTECAO VEICULAR;81993806421;PE;JABOATAO DOS GUARARAPES
35.774.600/0001-91;ASSOCIACAO BRASILEIRA DE SOCORRO MUTUO;81981254688;PE;RIACHO DAS ALMAS
33.388.981/0001-45;ASSOCIACAO DE ASSISTENCIA E BENEFICIOS CENTRO-SUL;81982160246;PE;CABO DE SANTO AGOSTINHO
33.453.511/0001-18;ASSOCIACAO DE ASSISTENCIA E BENEFICIOS DE PERNAMBUCO;81987171101;PE;CAMARAGIBE
33.786.295/0001-22;ASSOCIACAO DE BENEFICIOS DIAMANTE;8131372222;PE;CARUARU
23.843.973/0001-98;ASSOCIACAO DE PROTECAO PATRIMONIAL - EXCLUSIVE GOLD;8141310045;PE;GRAVATA
41.756.523/0001-40;ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA ADPV;81993291147;PE;SAO VICENTE FERRER
51.850.920/0001-30;ASSOCIACAO DE PROTECAO VEICULAR AUTOCAR BRASIL;81997122583;PE;CARUARU
41.288.381/0001-33;ASSOCIACAO DE SOCORRO MUTUO E BENEFICIOS ALLIANCA BRASIL;8121618068;PE;CARUARU
52.941.088/0001-40;ASSOCIACAO DE SOCORRO MUTUO E BENEFICIOS ELEVA;81995332259;PE;OLINDA
42.345.434/0001-73;ASSOCIACAO DE SOCORRO MUTUO VEICULAR E PATRIMONIAL - LOCALIZA GOLD;81991552319;PE;TIMBAUBA
38.279.711/0001-10;ASSOCIACAO DELTA DE PROTECAO VEICULAR;81997622707;PE;CARUARU
40.481.098/0001-60;ASSOCIACAO DO SOCORRO MUTUO CENTRAL;81998804512;PE;CHA GRANDE
10.976.153/0001-22;ASSOCIACAO DOS CAMINHONEIROS DO NORDESTE;8136215203;PE;CARPINA
58.519.606/0001-18;ASSOCIACAO FACIL PREV CLUBE DE BENEFICIOS;81992041001;PE;CARUARU
60.778.998/0001-81;ASSOCIACAO GRUPO PRIVADO SUPLEMENTAR DE AUTOGESTAO EM PROTECAO VEICULAR;81991506744;PE;MACAPARANA
60.777.527/0001-59;ASSOCIACAO MJ PROTECAO VEICULAR E ASSOCIADOS;81987927797;PE;RECIFE
60.252.982/0001-30;ASSOCIACAO PATRIA PROTEGE CAR RASTREAMENTO;81999747550;PE;GOIANA
31.122.171/0001-17;ASSOCIACAO PERNAMBUCANA DE VEICULOS - APV;81992618479;PE;BEZERROS
51.280.215/0001-44;ASSOCIACAO PREMIER PROTECAO VEICULAR;81996997751;PE;GLORIA DO GOITA
37.521.067/0001-81;ASSOCIACAO STARX DE PROTECAO VEICULAR DOS FUNCIONARIOS DAS INDUSTRIAS DE PERNAMBUCO E PARAIBA;81981657251;PE;GOIANA
51.529.703/0001-42;ATIVA AUTO - PROTECAO VEICULAR;87999287501;PE;CALCADO
32.087.092/0001-85;AUTO LIDER ASSOCIACAO DE BENEFICIOS;81989802067;PE;CARUARU
29.312.871/0001-22;AUTO VIP PROTECAO PATRIMONIAL MUTUALISTA;8131360086;PE;CARUARU
54.558.216/0001-04;AUTOCICLO PROTECAO VEICULAR ASSOCIADOS;87996083300;PE;LAJEDO
22.558.646/0001-21;AUTOFORT - ASSOCIACAO DE BENEFICIOS;81994348295;PE;CARUARU
51.074.954/0001-80;AUTOMOTOMAIS PROTECAO VEICULAR;81991072517;PE;TORITAMA
50.354.094/0001-75;B G BENEFICIOS;8131266182;PE;SANTA CRUZ DO CAPIBARIBE
31.543.953/0001-20;BRAVAX PROTEGE ASSOCIACAO DE SOCORRO MUTUO E BENEFICIOS;81997160006;PE;RECIFE
44.406.048/0001-70;EFFICIENCY BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;87998091169;PE;FLORESTA
31.561.351/0001-03;GRUPO MACHADO ASSOCIACAO DE BENEFICIOS MUTUOS;81987124826;PE;VITORIA DE SANTO ANTAO
60.240.305/0001-00;JG PROTECAO PATRIMONIAL MUTUALISTA;81982923366;PE;CUMARU
35.311.453/0001-13;MOTOCAR ASSOCIACAO DE BENEFICIOS;8131377195;PE;CARUARU
14.556.451/0001-14;MULTICAR PROTECAO PATRIMONIAL MUTUALISTA;8140072954;PE;GRAVATA
41.753.806/0001-38;PLURAL ASSOCIADOS;8137051000;PE;SANTA CRUZ DO CAPIBARIBE
27.603.496/0001-44;PRECISA ASSOCIADOS;8137220477;PE;CARUARU
33.650.041/0001-82;PRIME CLUBE DE BENEFICIOS;00999999999;PE;GARANHUNS
58.921.357/0001-92;PRIMOS PROTEGE - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;81992697789;PE;CARUARU
57.546.084/0001-80;PROMASTER PROTECAO VEICULAR BRASIL;81997460909;PE;JOAO ALFREDO
33.944.095/0001-50;PROTECAR MAIS PROTECAO PATRIMONIAL MUTUALISTA;82996271546;PE;CATENDE
47.397.886/0001-12;PROTECTION CAR;87999999999;PE;ARCOVERDE
41.063.307/0001-19;PVP ASSOCIADOS;81999559090;PE;GRAVATA
33.851.061/0001-11;SEG TREVO - ASSOCIACAO DE PROTECAO VEICULAR;81982016933;PE;BEZERROS
36.272.004/0001-76;SEGUE FORTE ASSOCIADOS;81992664850;PE;JABOATAO DOS GUARARAPES
42.267.413/0001-87;SIGA BEM CLUBE DE BENEFICIOS;8136217326;PE;CARPINA
42.254.689/0001-20;SJS PROTECAO VEICULAR E CLUBE DE BENEFICIOS;8135230079;PE;CONDADO
49.219.036/0001-50;SM PROTECAO VEICULAR E CLUBE DE BENEFICIOS;81999640387;PE;RECIFE
23.658.018/0001-80;SOLIDUS ASSOCIACAO DE SOCORRO MUTUO E BENEFICIOS;8130300211;PE;PAULISTA
40.040.168/0001-45;TEC PROTECAO VEICULAR;8141151491;PE;CAMARAGIBE
60.133.884/0001-84;TOP PRESENCA ASSOCIADOS;81997580038;PE;CARUARU
57.320.451/0001-23;TORRE FORTE ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;8121613660;PE;CARUARU
60.067.143/0001-42;VS CLUBE DE BENEFICIOS;81999242878;PE;CARUARU
52.076.490/0001-03;ARCANJO PROTECAO VEICULAR;89999387168;PI;CRISTINO CASTRO
60.507.420/0001-90;ARAUCARIA ASSOCIACAO DE MUTUO, BENEFICIOS E PROTECAO VEICULAR;4626040229;PR;PATO BRANCO
58.073.882/0001-03;ASSOCIACAO ARCANJO;4130393309;PR;BOCAIUVA DO SUL
52.868.268/0001-43;ASSOCIACAO DE MOTORISTAS DE UMUARAMA E REGIAO;48998455015;PR;UMUARAMA
11.580.239/0001-02;ASSOCIACAO DE PROTECAO AOS TRANSPORTADORES RODOVIARIOS;4130390051;PR;SAO JOSE DOS PINHAIS
18.352.466/0001-11;ASSOCIACAO DE TRANSPORTE DE CARGA;4121088830;PR;SAO JOSE DOS PINHAIS
27.427.501/0001-05;ASSOCIACAO DOS AMIGOS DE SAO CRISTOVAO (AASC CLUB DE BENEFICIOS);4540200130;PR;CASCAVEL
22.764.212/0001-88;ASSOCIACAO DOS CAMINHONEIROS DA REGIAO OESTE DO PARANA - ESTEIO SUL BRASIL;45999841163;PR;CASCAVEL
75.036.210/0001-39;ASSOCIACAO DOS MAGISTRADOS DO PARANA;4130171611;PR;CURITIBA
07.690.915/0001-15;ASSOCIACAO DOS TRANSPORTADORES LEVES DO SUDOESTE DO PARANA - ATLS;4635240222;PR;FRANCISCO BELTRAO
07.217.389/0001-70;ASSOCIACAO DOS TRANSPORTADORES RODOVIARIOS DE FRANCISCO BELTRAO - ATB;4635244666;PR;FRANCISCO BELTRAO
22.976.873/0001-77;ASSOCIACAO E CLUBE DE ASSISTENCIA DOS PROPRIETARIOS DE VEICULOS DO SUL;4130445146;PR;CURITIBA
48.499.850/0001-02;ASSOCIACAO MUTUALISTA DE PROTECAO VEICULAR E BENEFICIOS;08000420629;PR;CAMBARA
39.846.006/0001-10;ASSOCIACAO MUTUALISTA VIA SUL PROTECAO VEICULAR;41984925655;PR;CURITIBA
30.695.048/0001-22;ASSOCIACAO PATRIMONIAL MUTUALISTA YOUCAR PREMIUM;31986933984;PR;CURITIBA
43.940.270/0001-95;ASSOOCIACAO DE BENEFICIOS DO PLANALTO NORTE - APROEST PLANALTO NORTE PROTECAO VEICULAR;48996279021;PR;RIO NEGRO
60.686.859/0001-28;AUTO GUARD BRASIL PROTECAO PATRIMONIAL MUTUALISTA;41996758816;PR;CURITIBA
48.025.895/0001-45;CLUBE INTELIGENTE DE PROTECAO PATRIMONIAL MUTUALISTA - CIPROV;41996067715;PR;CURITIBA
50.716.983/0001-35;COONECTA - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;4121110401;PR;CURITIBA
50.707.391/0001-57;COONECTA TRUCK - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;41987146721;PR;SAO JOSE DOS PINHAIS
47.584.543/0001-67;CRTRACK PROTECAO VEICULAR;41992673274;PR;CURITIBA
54.313.118/0001-07;EBPV PROTECAO VEICULAR;41998709735;PR;CURITIBA
53.730.353/0001-03;ESSENCIAL ASSOCIACAO DE MUTUOS BENEFICIOS;41984172222;PR;PONTAL DO PARANA
36.008.816/0001-09;GTI - GRUPO DE TRANSPORTADORES DO INTERIOR;42998490509;PR;GUARAPUAVA
54.482.231/0001-08;NOVASUL - ASSOCIACAO DE BENEFICIOS;48992177099;PR;UNIAO DA VITORIA
45.954.305/0001-70;PENSE PERTO BENEFICIOS E SOCORRO MUTUO;4121705000;PR;CURITIBA
39.364.531/0001-07;PIONEIRA PARANA ASSOCIACAO DE MUTUO, BENEFICIOS E PROTECAO VEICULAR;49999957571;PR;DOIS VIZINHOS
16.643.178/0001-90;PROTEV BRASIL;3131502529;PR;CURITIBA
61.584.613/0001-08;SAFY FOZ DO IGUACU BENEFICIOS E SOCORRO MUTUO;4531982645;PR;FOZ DO IGUACU
47.301.194/0001-29;SETTI ASSOCIACAO VEICULAR;44999053310;PR;MARINGA
51.671.842/0001-06;SILVER CAR PROTECAO VEICULAR;4431421772;PR;MARINGA
29.675.698/0001-27;SMART DRIVER BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;4130853636;PR;CURITIBA
41.858.828/0001-62;SOMAR CLUBE DE BENEFICIOS E SOCORRO MUTUO - ASSOCIACAO DE GRUPOS SOLIDARIOS E CATEGORIZADOS - SOMAR BENEFICIOS ASSOCIATIVOS;4533220776;PR;CASCAVEL
55.248.230/0001-66;TK PROTEC PROTECAO PATRIMONIAL MUTUALISTA;41998060563;PR;SAO JOSE DOS PINHAIS
54.619.463/0001-65;TR PROTECAO VEICULAR;4132841110;PR;QUATRO BARRAS
29.626.863/0001-50;UNISUL BRASIL - UNIAO DOS PROPRIETARIOS DE VEICULOS AUTOMOTORES DO SUL;41996908204;PR;CURITIBA
30.558.293/0001-98;AIRO CLUBE DE BENEFICIOS E PROTECAO MUTUALISTA;2121359316;RJ;RIO DE JANEIRO
21.084.172/0001-60;ALIANCE BRASIL BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;2140422442;RJ;RIO DE JANEIRO
35.978.058/0001-99;AMD BRASIL - ASSOCIACAO BRASILEIRA DE CONDUTORES DE VEICULOS;24999311414;RJ;VOLTA REDONDA
60.846.891/0001-23;ANPV BRASIL MAIS CLUBE DE BENEFICIOS;2135836320;RJ;NITEROI
43.828.955/0001-44;APROVES - ASSOCIACAO DE PROTECAO VEICULAR ESPECIALIZADA;2137553070;RJ;NOVA IGUACU
44.116.196/0001-50;AQUILA ASSOCIACAO DE BENEFICIOS MUTUOS;21969333138;RJ;RIO DE JANEIRO
